pair,trips,toolong,average
31014to31243,6,0,1672
31014to31244,5,0,1743
31014to31245,7,0,1435
31014to31246,229,6,580
31014to31247,136,1,1240
31014to31248,14,0,1633
31014to31249,132,2,1174
31014to31250,36,0,881
31014to31251,58,0,1140
31014to31252,31,1,729
31014to31253,7,0,1043
31014to31254,21,0,1069
31014to31255,68,0,742
31014to31256,4,0,1521
31014to31257,86,1,860
31014to31258,110,1,1042
31014to31260,18,0,908
31014to31261,4,0,1112
31014to31262,1,0,2098
31014to31263,7,0,1430
31014to31264,5,0,1788
31014to31265,2,0,1509
31014to31266,18,0,1362
31014to31267,15,0,1123
31014to31268,45,0,1441
31014to31270,1,0,1481
31014to31271,4,0,1680
31014to31300,6,0,1696
31014to31301,11,0,1611
31014to31302,5,0,1335
31014to31304,20,0,1215
31014to31305,18,0,1537
31014to31306,69,0,1184
31014to31307,2,0,1562
31014to31308,1,0,1161
31014to31309,1,0,1953
31014to31312,57,1,654
31014to31400,4,0,1948
31014to31401,1,0,2046
31014to31503,12,0,1588
31014to31505,1,0,1634
31014to31506,4,0,1736
31014to31508,1,0,2726
31014to31509,1,0,5904
31014to31600,12,0,1628
31014to31601,2,0,2582
31014to31602,17,0,1761
31014to31603,3,0,2401
31014to31604,3,0,1682
31014to31605,5,0,2323
31014to31609,15,0,1346
31014to31611,21,0,1727
31014to31612,2,0,2062
31014to31613,4,0,2464
31014to31614,2,0,2753
31014to31616,5,0,2822
31014to31617,1,0,1776
31014to31618,2,0,2297
31014to31619,4,0,2640
31014to31620,11,0,1456
31014to31621,9,0,1945
31014to31622,1,0,2406
31014to31623,13,0,1791
31014to31624,13,0,2169
31014to31625,1,0,1901
31014to31627,1,0,3205
31014to31628,4,0,1881
31014to31630,5,0,2701
31015to31000,8,0,1368
31015to31001,8,1,1155
31015to31002,26,0,1663
31015to31003,45,0,1414
31015to31005,14,0,1449
31015to31006,7,0,1393
31015to31007,7,0,1688
31015to31008,3,0,1847
31015to31010,1,0,1540
31015to31011,1,0,2075
31015to31014,92,20,126
31015to31016,18,3,223
31015to31017,117,1,414
31015to31018,97,1,275
31015to31019,47,0,610
31015to31020,48,1,577
31015to31021,80,0,611
31015to31022,58,0,679
31015to31023,11,0,842
31015to31024,13,0,891
31015to31025,13,0,1355
31015to31026,7,0,820
31015to31027,62,0,285
31015to31028,22,0,561
31015to31029,20,0,538
31015to31030,10,0,656
31015to31031,80,1,371
31015to31032,1,0,1049
31015to31033,12,0,886
31015to31034,23,0,959
31015to31035,12,0,1335
31015to31036,21,0,1359
31015to31037,43,0,1047
31015to31038,2,0,1069
31015to31039,17,0,1083
31015to31040,8,0,974
31015to31041,3,0,3643
31015to31042,3,0,2817
31015to31043,1,0,2444
31015to31044,1,0,3119
31015to31046,1,0,2337
31015to31047,1,0,2261
31015to31048,2,0,3257
31015to31049,16,0,1003
31015to31050,26,0,639
31015to31051,165,4,319
31015to31053,3,0,1472
31015to31054,1,0,1148
31015to31055,1,0,2326
31015to31056,3,0,2433
31015to31058,4,0,1643
31015to31065,4,0,729
31015to31066,1,0,1684
31015to31067,1,0,1922
31015to31069,1,0,1028
31015to31100,7,0,1017
31015to31101,6,0,1300
31015to31102,31,0,1638
31015to31103,34,0,1338
31015to31104,8,0,1577
31015to31105,8,0,1674
31015to31106,17,0,1352
31015to31107,4,0,1652
31015to31108,26,0,1581
31015to31109,30,0,1358
31015to31110,30,0,1097
31015to31111,13,0,1513
31015to31112,6,0,1667
31015to31113,17,0,1204
31015to31114,4,0,1431
31015to31116,9,0,1750
31015to31117,1,0,1418
31015to31200,71,0,1075
31015to31201,65,0,1331
31015to31202,18,0,1446
31015to31203,22,0,1421
31015to31204,11,0,1047
31015to31205,9,0,1002
31015to31206,4,0,1008
31015to31207,3,0,1431
31015to31208,1,0,1591
31015to31209,2,0,1632
31015to31211,5,0,736
31015to31212,45,1,819
31015to31213,9,0,1266
31015to31214,41,0,1188
31015to31215,134,2,657
31015to31216,6,0,1310
31015to31217,5,0,2056
31015to31218,3,0,1342
31015to31219,6,0,1515
31015to31220,4,0,1070
31015to31221,20,0,1040
31015to31222,45,0,1259
31015to31223,8,0,1627
31015to31224,20,0,906
31015to31225,384,8,551
31015to31226,370,0,702
31015to31227,5,0,1532
31015to31228,3,0,1518
31015to31229,25,0,1301
31015to31230,12,0,1545
31015to31231,49,0,1248
31015to31232,5,0,1635
31015to31233,4,0,1007
31015to31234,69,0,1020
31015to31235,85,0,901
31015to31236,69,0,611
31015to31237,139,0,727
31015to31238,30,0,1282
31015to31239,21,0,1234
31015to31240,14,0,1146
31015to31241,22,0,1246
31015to31242,10,0,1179
31015to31243,4,0,1287
31015to31245,7,0,1601
31015to31246,87,0,639
31015to31247,25,0,1411
31015to31248,62,0,1264
31015to31249,17,0,1619
31015to31250,105,0,927
31015to31251,9,0,1232
31015to31252,10,0,1020
31015to31253,6,0,960
31015to31254,8,0,1434
31015to31255,68,0,690
31015to31256,3,0,1434
31015to31257,46,0,837
31015to31258,118,1,796
31015to31259,1,0,877
31015to31260,9,0,915
31015to31261,29,1,872
31015to31262,5,0,1746
31015to31264,9,0,2093
31015to31265,6,0,1706
31015to31266,5,0,1457
31015to31267,11,0,1278
31015to31268,1,0,1927
31015to31271,2,0,1546
31015to31300,2,0,2930
31015to31301,90,0,1618
31015to31304,8,0,963
31015to31305,1,0,2317
31015to31306,7,0,1129
31015to31307,3,0,2060
31015to31308,1,0,1567
31015to31312,26,0,708
31015to31400,1,0,1567
31015to31406,1,0,2238
31015to31503,4,0,1751
31015to31505,1,0,3024
31015to31506,8,0,1584
31015to31509,7,0,1815
31015to31600,11,0,1535
31015to31602,10,0,1647
31015to31603,1,0,1713
31015to31604,2,0,1653
31015to31606,1,0,1984
31015to31609,30,0,1417
31015to31610,2,0,2084
31015to31612,4,0,2031
31015to31613,3,0,2418
31015to31616,3,0,2063
31015to31618,14,0,1935
31015to31619,34,0,2259
31015to31620,5,0,1294
31015to31621,1,0,1597
31015to31623,6,0,1931
31015to31624,12,0,2226
31015to31625,1,0,2036
31015to31628,2,0,1557
31015to31629,1,0,1832
31015to31632,1,0,2267
31016to31001,2,0,1028
31016to31002,12,0,1961
31016to31003,1,0,1996
31016to31005,8,0,1418
31016to31006,9,0,1532
31016to31007,4,0,1704
31016to31014,134,5,219
31016to31015,323,14,105
31016to31017,163,6,273
31016to31018,63,2,139
31016to31019,94,0,493
31016to31020,53,1,385
31016to31021,13,0,469
31016to31022,46,0,552
31016to31023,9,0,618
31016to31024,8,0,749
31016to31025,5,0,860
31016to31026,8,0,860
31016to31027,16,2,140
31016to31028,9,0,494
31016to31029,9,0,551
31016to31030,16,0,526
31016to31031,120,0,223
31016to31032,6,0,861
31016to31033,7,0,871
31016to31034,10,0,942
31016to31035,6,0,1084
31016to31036,8,0,1271
31016to31037,26,0,1002
31016to31038,12,0,1042
31016to31039,45,0,932
31016to31040,3,0,623
31016to31042,2,0,3884
31016to31043,3,0,2691
31016to31046,10,0,2369
31016to31049,6,0,947
31016to31050,14,0,549
31016to31051,50,1,220
31016to31053,4,0,1583
31016to31054,1,0,2058
31016to31065,6,0,705
31016to31069,1,0,1653
31016to31100,4,0,1324
31016to31101,2,0,1555
31016to31103,2,0,1263
31016to31104,2,0,2176
31016to31106,3,0,1479
31016to31107,1,0,1698
31016to31108,2,0,1691
31016to31109,10,0,1581
31016to31110,30,0,1138
31016to31111,9,0,1657
31016to31112,2,0,1488
31016to31114,3,0,1293
31016to31116,8,0,1324
31016to31117,1,0,2518
31016to31200,27,0,1113
31016to31201,12,0,1387
31016to31202,5,0,1275
31016to31203,1,0,1394
31016to31204,4,0,1073
31016to31205,4,0,992
31016to31206,2,0,1505
31016to31207,1,0,1324
31016to31209,1,0,1970
31016to31211,22,0,944
31016to31212,12,0,1029
31016to31213,6,0,1152
31016to31214,7,0,1111
31016to31215,20,0,805
31016to31216,1,0,1678
31016to31217,2,0,1461
31016to31218,3,0,1768
31016to31219,3,0,1701
31016to31220,3,0,882
31016to31221,2,0,1060
31016to31222,3,0,1557
31016to31223,35,0,1304
31016to31224,4,0,868
31016to31225,69,3,650
31016to31226,3,0,941
31016to31227,4,0,1301
31016to31228,16,2,1190
31016to31229,18,0,1403
31016to31230,7,0,1479
31016to31231,2,0,1071
31016to31232,4,0,1475
31016to31233,40,0,941
31016to31234,7,0,1105
31016to31235,2,0,1441
31016to31236,141,1,669
31016to31237,25,0,790
31016to31238,3,0,1699
31016to31239,4,0,1305
31016to31240,1,0,3311
31016to31241,6,0,1150
31016to31242,3,0,1206
31016to31245,3,0,1315
31016to31246,26,1,723
31016to31247,5,0,1536
31016to31248,5,0,2424
31016to31249,2,0,1200
31016to31250,17,0,836
31016to31251,5,0,1277
31016to31253,11,0,1052
31016to31254,5,0,1283
31016to31255,8,0,887
31016to31256,1,0,1522
31016to31257,12,0,970
31016to31258,16,0,1238
31016to31259,2,0,1025
31016to31260,1,0,1051
31016to31261,4,0,1617
31016to31263,3,0,1214
31016to31264,2,0,1525
31016to31265,2,0,1299
31016to31266,9,0,1528
31016to31267,1,0,1148
31016to31268,1,0,1586
31016to31270,2,0,1489
31016to31300,1,0,2144
31016to31303,1,0,2807
31016to31312,6,0,725
31016to31503,6,0,1488
31016to31506,11,0,1503
31016to31600,4,0,1439
31016to31604,11,0,1398
31016to31609,48,0,1421
31016to31615,1,0,1763
31016to31620,4,0,1350
31016to31623,2,0,2066
31017to31005,2,0,1838
31017to31006,1,0,1427
31017to31007,3,0,2422
31017to31008,1,0,1637
31017to31010,1,0,4197
31017to31014,211,8,430
31017to31015,303,11,288
31017to31016,409,12,206
31017to31018,275,3,147
31017to31019,347,6,224
31017to31020,89,7,145
31017to31021,93,8,267
31017to31022,287,9,304
31017to31023,126,2,421
31017to31024,139,0,552
31017to31025,53,0,652
31017to31026,79,2,402
31017to31027,141,6,291
31017to31028,95,10,90
31017to31029,905,18,189
31017to31030,862,4,246
31017to31031,77,9,129
31017to31032,21,0,560
31017to31033,53,1,556
31017to31034,163,2,668
31017to31035,79,0,722
31017to31036,40,0,976
31017to31037,209,1,731
31017to31038,61,0,816
31017to31039,100,1,656
31017to31040,128,0,622
31017to31049,35,0,831
31017to31050,104,0,290
31017to31051,119,2,213
31017to31053,12,0,1057
31017to31054,42,0,1114
31017to31055,1,0,1725
31017to31063,1,0,1570
31017to31065,66,0,461
31017to31066,2,1,908
31017to31067,3,0,1141
31017to31100,3,0,1506
31017to31101,9,0,1628
31017to31102,1,0,1614
31017to31103,1,0,1219
31017to31104,1,0,1246
31017to31105,3,0,1677
31017to31106,2,0,1773
31017to31107,1,0,1651
31017to31108,1,0,2424
31017to31109,1,0,2238
31017to31110,5,0,1362
31017to31111,4,0,1787
31017to31112,1,0,1457
31017to31114,1,0,1980
31017to31116,5,0,1405
31017to31118,3,0,1757
31017to31200,25,0,1319
31017to31201,6,0,1379
31017to31203,8,0,1655
31017to31204,3,0,2073
31017to31205,7,0,1305
31017to31209,1,0,2391
31017to31212,9,0,1165
31017to31213,4,0,1272
31017to31214,48,0,1209
31017to31215,30,1,966
31017to31217,2,0,1387
31017to31218,2,0,1434
31017to31219,5,0,1746
31017to31221,5,0,1122
31017to31222,7,0,1535
31017to31223,2,0,1617
31017to31224,18,0,1168
31017to31225,109,1,804
31017to31226,4,0,1200
31017to31227,1,0,1273
31017to31229,9,0,1407
31017to31230,3,0,1316
31017to31231,5,0,1703
31017to31232,4,0,2064
31017to31233,4,0,2113
31017to31234,21,0,1257
31017to31235,11,0,1057
31017to31236,22,0,957
31017to31237,40,0,888
31017to31239,3,0,1561
31017to31240,9,0,1219
31017to31241,10,0,1533
31017to31242,2,0,1460
31017to31246,52,0,948
31017to31247,6,0,1342
31017to31248,5,0,1431
31017to31249,32,0,1362
31017to31250,2,0,1228
31017to31251,14,0,1581
31017to31252,1,0,1301
31017to31253,1,0,1104
31017to31254,2,0,1323
31017to31255,6,0,1094
31017to31257,7,1,1020
31017to31258,42,0,1030
31017to31259,1,0,1065
31017to31260,1,0,1034
31017to31261,12,0,1276
31017to31263,1,0,1610
31017to31266,4,0,1409
31017to31267,7,0,1523
31017to31270,1,0,1910
31017to31305,2,0,1545
31017to31306,2,0,1261
31017to31312,7,0,1285
31017to31400,2,0,1728
31017to31406,1,0,2526
31017to31600,1,0,1495
31017to31602,4,0,1725
31017to31603,6,0,2859
31017to31604,1,0,1405
31017to31605,1,0,2324
31017to31606,19,0,2066
31017to31607,20,0,2109
31017to31609,14,0,1457
31017to31610,1,0,2346
31017to31612,1,0,2277
31017to31613,2,0,2013
31017to31616,1,0,1935
31017to31618,1,0,1871
31017to31620,5,0,1343
31017to31623,3,0,2134
31017to31625,1,0,1927
31017to31628,1,0,1993
31017to31629,1,0,1810
31017to31633,10,0,1311
31017to32901,1,0,2002
31018to31001,3,0,1799
31018to31002,4,0,1944
31018to31003,1,0,2066
31018to31005,1,0,2311
31018to31007,4,0,1828
31018to31014,316,5,300
31018to31015,870,14,180
31018to31016,48,9,119
31018to31017,14,0,236
31018to31019,31,0,423
31018to31020,14,1,377
31018to31021,3,0,731
31018to31022,23,0,555
31018to31023,6,0,514
31018to31024,8,0,691
31018to31025,3,0,820
31018to31026,3,0,598
31018to31027,10,2,193
31018to31028,23,0,306
31018to31029,3,0,483
31018to31030,7,0,463
31018to31031,23,3,91
31018to31033,5,0,644
31018to31034,22,0,871
31018to31035,5,0,1036
31018to31036,6,0,1096
31018to31037,6,0,926
31018to31038,3,0,1110
31018to31039,6,0,745
31018to31040,4,0,632
31018to31041,1,0,2902
31018to31044,1,0,2905
31018to31049,1,0,810
31018to31050,3,0,502
31018to31051,45,1,123
31018to31053,1,0,1592
31018to31065,1,0,793
31018to31067,1,0,975
31018to31101,3,0,1734
31018to31102,2,0,1557
31018to31104,2,0,1667
31018to31105,2,0,1671
31018to31107,4,0,1520
31018to31110,2,0,1293
31018to31112,11,0,1402
31018to31114,2,0,1448
31018to31116,1,0,1182
31018to31118,1,0,1882
31018to31200,12,0,1240
31018to31201,6,0,1708
31018to31202,3,0,1363
31018to31203,3,0,1816
31018to31204,6,0,1129
31018to31205,7,0,1158
31018to31206,2,0,1137
31018to31209,1,0,1629
31018to31210,1,0,1139
31018to31211,3,0,1071
31018to31212,4,0,1231
31018to31214,3,0,1586
31018to31215,25,0,925
31018to31217,2,0,2158
31018to31218,5,1,1384
31018to31219,3,0,1487
31018to31220,8,0,1171
31018to31221,2,0,1213
31018to31222,5,0,1385
31018to31223,2,0,1385
31018to31224,7,0,1080
31018to31225,58,0,732
31018to31226,3,0,981
31018to31228,4,0,1532
31018to31230,2,0,1530
31018to31231,4,0,1387
31018to31232,5,0,2073
31018to31234,3,0,1230
31018to31235,8,0,1138
31018to31236,12,0,789
31018to31237,20,0,872
31018to31238,4,0,1416
31018to31239,3,0,1424
31018to31240,4,0,1322
31018to31241,1,0,1291
31018to31242,4,0,1287
31018to31243,12,0,1516
31018to31244,21,0,1563
31018to31246,9,0,718
31018to31247,6,0,1417
31018to31248,1,0,1685
31018to31249,3,0,2274
31018to31250,2,0,1070
31018to31251,13,0,1354
31018to31252,1,0,1273
31018to31253,3,0,1185
31018to31254,2,0,1709
31018to31257,24,0,960
31018to31258,27,0,927
31018to31259,7,0,1075
31018to31260,1,0,1098
31018to31261,4,0,1000
31018to31263,1,0,1525
31018to31264,2,0,1701
31018to31266,5,0,1287
31018to31271,1,0,1735
31018to31302,3,0,1692
31018to31306,1,0,1265
31018to31312,3,0,691
31018to31401,1,0,2349
31018to31501,1,0,2631
31018to31506,1,0,1464
31018to31604,1,0,1430
31018to31605,1,0,1844
31018to31613,1,0,1426
31018to31623,2,0,2149
31018to31624,2,0,1866
31019to31000,1,0,3722
31019to31008,1,0,2962
31019to31014,38,1,611
31019to31015,51,0,578
31019to31016,106,1,448
31019to31017,104,5,301
31019to31018,80,1,399
31019to31020,145,16,105
31019to31021,5,3,264
31019to31022,49,6,112
31019to31023,37,1,211
31019to31024,93,0,412
31019to31025,50,2,559
31019to31026,10,1,288
31019to31027,44,1,515
31019to31028,66,1,279
31019to31029,44,4,390
31019to31030,238,3,311
31019to31031,117,4,322
31019to31032,7,0,425
31019to31033,107,0,439
31019to31034,121,0,503
31019to31035,42,0,646
31019to31036,38,0,885
31019to31037,171,2,562
31019to31038,11,0,820
31019to31039,40,0,584
31019to31040,24,2,414
31019to31049,26,1,646
31019to31050,32,1,272
31019to31051,17,2,433
31019to31053,12,0,918
31019to31054,3,0,1538
31019to31057,1,0,1248
31019to31058,3,0,1219
31019to31060,1,0,1749
31019to31065,17,0,409
31019to31067,1,0,1586
31019to31069,2,0,738
31019to31100,1,0,1550
31019to31105,1,0,1721
31019to31107,2,0,2155
31019to31111,1,0,1995
31019to31113,1,0,1508
31019to31116,2,0,1845
31019to31118,1,0,2014
31019to31200,2,0,1562
31019to31201,4,0,2296
31019to31202,1,0,2262
31019to31203,1,0,1773
31019to31212,4,0,1530
31019to31213,2,0,1474
31019to31214,1,0,2396
31019to31215,7,0,1196
31019to31218,1,0,3009
31019to31222,2,0,1797
31019to31225,12,0,1154
31019to31226,2,0,1146
31019to31228,1,0,2167
31019to31230,1,0,1655
31019to31231,4,0,2012
31019to31232,1,0,2067
31019to31233,2,0,1260
31019to31234,1,0,1102
31019to31236,2,0,824
31019to31237,4,0,1303
31019to31241,2,0,2023
31019to31242,2,0,1852
31019to31246,10,0,1236
31019to31247,1,0,1185
31019to31249,2,0,1587
31019to31250,1,0,1544
31019to31251,1,0,1500
31019to31254,1,0,1417
31019to31255,7,0,1558
31019to31256,2,0,2595
31019to31257,2,0,1742
31019to31258,7,0,1255
31019to31262,1,0,1645
31019to31266,1,0,1369
31019to31268,1,0,1283
31019to31305,2,0,2358
31019to31306,3,0,1438
31019to31307,1,0,2861
31019to31308,1,0,1873
31019to31312,4,0,1149
31019to31600,1,0,1495
31019to31601,1,0,12295
31019to31602,1,0,2550
31019to31624,1,0,2094
31019to31626,1,0,2407
31020to31002,1,0,2087
31020to31003,2,0,1749
31020to31006,1,0,1260
31020to31014,60,5,533
31020to31015,104,5,398
31020to31016,76,2,345
31020to31017,55,16,189
31020to31018,31,3,294
31020to31019,219,17,113
31020to31021,116,27,155
31020to31022,280,10,188
31020to31023,129,6,288
31020to31024,93,2,487
31020to31025,67,0,572
31020to31026,41,8,283
31020to31027,24,0,422
31020to31028,36,5,211
31020to31029,36,3,345
31020to31030,149,13,225
31020to31031,24,3,234
31020to31032,20,1,480
31020to31033,66,1,460
31020to31034,97,1,570
31020to31035,57,0,694
31020to31036,42,0,1037
31020to31037,140,4,661
31020to31038,39,0,753
31020to31039,57,2,598
31020to31040,54,0,450
31020to31041,1,0,3141
31020to31047,3,0,3446
31020to31049,39,0,773
31020to31050,46,2,157
31020to31051,11,0,324
31020to31053,26,0,951
31020to31054,3,0,1103
31020to31056,1,0,1336
31020to31057,1,0,1344
31020to31058,2,0,1422
31020to31060,2,0,2679
31020to31065,42,0,374
31020to31067,4,0,817
31020to31100,3,0,1509
31020to31101,2,0,2315
31020to31106,4,0,2631
31020to31109,1,0,1647
31020to31110,9,0,1478
31020to31113,3,0,1505
31020to31114,1,0,1578
31020to31118,1,0,1883
31020to31200,9,0,1396
31020to31201,3,0,1357
31020to31202,2,0,1774
31020to31205,3,0,1459
31020to31211,2,0,1037
31020to31212,2,0,926
31020to31213,2,0,2024
31020to31214,2,0,1262
31020to31215,18,0,1129
31020to31218,5,0,1517
31020to31221,1,0,1513
31020to31222,1,0,3282
31020to31223,1,0,1951
31020to31224,1,0,1128
31020to31225,69,1,893
31020to31226,8,0,1127
31020to31227,1,0,1473
31020to31228,1,0,1507
31020to31229,19,0,1393
31020to31230,1,0,1405
31020to31232,1,0,4710
31020to31233,16,0,1236
31020to31234,10,0,1271
31020to31236,30,0,1033
31020to31237,31,0,1042
31020to31240,5,0,1666
31020to31243,5,0,1896
31020to31246,24,1,1097
31020to31247,7,0,1669
31020to31248,4,0,2208
31020to31249,2,0,1444
31020to31250,5,0,1288
31020to31251,1,0,1984
31020to31252,2,0,1292
31020to31254,5,0,1452
31020to31255,2,0,2157
31020to31257,2,0,1227
31020to31258,27,2,1260
31020to31259,2,0,1373
31020to31264,1,0,1843
31020to31266,2,0,2100
31020to31268,1,0,2407
31020to31302,1,0,1735
31020to31304,1,0,1454
31020to31305,1,0,2207
31020to31306,1,0,1321
31020to31307,2,0,2460
31020to31312,8,0,826
31020to31400,1,0,1722
31020to31506,1,0,1756
31020to31600,2,0,1850
31020to31603,1,0,1616
31020to31604,1,0,1660
31020to31607,4,0,2203
31020to31623,1,0,3093
31020to31628,1,0,2216
31021to31001,2,0,4406
31021to31006,1,0,1437
31021to31008,3,0,2241
31021to31013,1,0,1697
31021to31014,65,1,509
31021to31015,218,2,451
31021to31016,89,3,364
31021to31017,177,6,263
31021to31018,84,1,326
31021to31019,13,5,143
31021to31020,64,7,169
31021to31022,9,6,107
31021to31023,31,6,214
31021to31024,83,1,352
31021to31025,17,1,503
31021to31026,17,6,164
31021to31027,85,3,485
31021to31028,139,8,292
31021to31029,34,1,508
31021to31030,121,0,349
31021to31031,172,3,287
31021to31032,17,2,328
31021to31033,30,0,454
31021to31034,37,0,533
31021to31035,25,0,605
31021to31036,20,0,981
31021to31037,55,0,563
31021to31038,65,0,617
31021to31039,17,0,631
31021to31040,8,2,435
31021to31049,14,0,623
31021to31050,114,2,228
31021to31051,77,0,370
31021to31053,28,0,788
31021to31055,2,0,2241
31021to31058,5,0,1041
31021to31060,1,0,1558
31021to31061,1,0,1178
31021to31065,41,0,457
31021to31100,6,0,1533
31021to31101,1,0,1918
31021to31105,22,0,1846
31021to31106,3,0,3815
31021to31107,4,0,2240
31021to31109,2,0,1877
31021to31110,2,0,1305
31021to31111,2,0,2747
31021to31116,2,0,1527
31021to31200,11,0,1328
31021to31201,2,0,1504
31021to31202,7,0,1941
31021to31205,1,0,1468
31021to31212,3,0,1355
31021to31213,1,0,1431
31021to31214,1,0,1454
31021to31215,16,0,1202
31021to31216,3,0,1800
31021to31218,1,0,2235
31021to31219,1,0,1658
31021to31221,1,0,1224
31021to31222,5,0,1797
31021to31224,2,0,1369
31021to31225,36,1,957
31021to31226,12,0,1052
31021to31228,3,0,1613
31021to31229,4,0,1795
31021to31230,4,0,1619
31021to31232,7,0,2169
31021to31234,6,0,1218
31021to31235,3,0,1225
31021to31236,2,0,1179
31021to31237,20,0,1151
31021to31238,3,0,2357
31021to31239,1,0,2294
31021to31240,2,0,1368
31021to31241,1,0,1408
31021to31243,1,0,4022
31021to31246,17,0,999
31021to31247,15,0,1715
31021to31248,3,0,2011
31021to31249,4,0,1995
31021to31250,3,0,1464
31021to31252,1,0,1244
31021to31253,1,0,1581
31021to31255,1,0,1043
31021to31256,1,0,1959
31021to31257,2,0,1099
31021to31258,40,0,1153
31021to31261,2,0,1458
31021to31263,3,0,1965
31021to31265,2,0,2037
31021to31266,1,0,1445
31021to31270,4,0,1629
31021to31271,1,0,1704
31021to31272,1,0,1675
31021to31304,2,0,1175
31021to31305,15,0,2570
31021to31306,1,0,931
31021to31307,1,0,2515
31021to31308,1,0,2992
31021to31309,1,0,2546
31021to31312,4,0,990
31021to31500,1,0,2257
31021to31506,2,0,1898
31021to31600,1,0,1459
31021to31603,1,0,3268
31021to31621,1,0,2167
31022to31001,1,0,1845
31022to31005,4,1,1122
31022to31006,62,0,1016
31022to31008,2,0,2401
31022to31013,1,0,1510
31022to31014,168,2,627
31022to31015,176,3,492
31022to31016,73,3,568
31022to31017,176,13,338
