pair,trips,toolong,average
31247to31106,27,0,1440
31247to31107,28,0,1328
31247to31108,150,1,714
31247to31109,13,0,1262
31247to31110,16,0,1460
31247to31111,10,0,1507
31247to31112,4,0,2591
31247to31113,4,0,1359
31247to31114,19,0,1402
31247to31115,3,0,1479
31247to31116,33,0,1344
31247to31117,5,0,1452
31247to31118,1,0,990
31247to31200,33,1,1157
31247to31201,90,5,1000
31247to31202,28,0,1039
31247to31203,39,0,1042
31247to31204,21,0,699
31247to31205,51,0,780
31247to31206,114,0,420
31247to31207,3,0,1677
31247to31208,62,0,1149
31247to31209,21,0,1266
31247to31210,5,0,529
31247to31211,14,4,1625
31247to31212,18,0,1113
31247to31213,17,1,686
31247to31214,106,0,922
31247to31215,95,2,1179
31247to31216,13,1,586
31247to31217,27,9,267
31247to31218,103,14,375
31247to31219,91,32,335
31247to31220,21,2,607
31247to31221,17,1,804
31247to31222,59,17,528
31247to31223,20,1,1093
31247to31224,10,0,921
31247to31225,31,0,1464
31247to31226,2,0,1813
31247to31227,32,5,756
31247to31228,50,1,937
31247to31229,38,0,1180
31247to31230,37,4,696
31247to31231,91,20,254
31247to31232,92,14,729
31247to31233,25,0,969
31247to31234,13,0,1082
31247to31235,62,25,579
31247to31236,6,0,1573
31247to31237,23,1,1224
31247to31238,54,3,425
31247to31239,28,0,942
31247to31240,91,18,962
31247to31241,70,0,756
31247to31242,33,4,882
31247to31243,144,24,569
31247to31244,168,3,482
31247to31245,15,0,1211
31247to31246,21,1,1377
31247to31248,189,77,148
31247to31249,251,81,498
31247to31250,9,0,935
31247to31251,22,0,730
31247to31252,7,0,816
31247to31253,3,0,798
31247to31254,19,4,654
31247to31255,5,0,1444
31247to31256,51,6,616
31247to31257,26,0,898
31247to31258,267,94,770
31247to31259,36,1,501
31247to31260,21,0,745
31247to31261,58,11,575
31247to31262,13,1,662
31247to31263,9,0,981
31247to31264,79,12,631
31247to31265,56,1,790
31247to31266,18,0,914
31247to31267,11,0,1053
31247to31268,9,0,1101
31247to31269,16,0,1004
31247to31270,24,1,611
31247to31271,27,0,1008
31247to31272,19,3,644
31247to31300,2,0,3255
31247to31304,1,0,2287
31247to31306,1,0,1505
31247to31307,1,0,1416
31247to31312,8,0,1325
31247to31400,3,0,1710
31247to31401,1,0,1364
31247to31500,4,0,1383
31247to31503,9,1,1586
31247to31504,1,0,2205
31247to31505,4,0,1493
31247to31506,18,0,1278
31247to31508,5,0,2008
31247to31509,14,0,1140
31247to31512,4,0,1632
31247to31600,80,1,896
31247to31601,9,0,1335
31247to31602,6,0,1443
31247to31603,48,1,1263
31247to31604,54,8,887
31247to31605,72,0,1085
31247to31606,17,0,1294
31247to31607,10,0,1087
31247to31608,16,0,1369
31247to31609,58,10,660
31247to31610,60,4,1093
31247to31611,19,0,1296
31247to31612,43,0,1156
31247to31613,94,2,1127
31247to31614,20,0,1272
31247to31615,17,0,1373
31247to31616,25,0,1055
31247to31617,2,0,1639
31247to31618,110,3,1027
31247to31619,50,0,1192
31247to31620,73,2,725
31247to31621,41,1,1002
31247to31622,51,0,1190
31247to31623,101,2,978
31247to31624,49,2,934
31247to31625,25,0,1004
31247to31626,39,2,1122
31247to31627,21,0,1333
31247to31628,85,1,902
31247to31629,18,1,1227
31247to31630,8,0,1278
31247to31631,17,0,1479
31247to31632,4,0,1562
31247to31633,10,0,200
31248to31000,5,0,1678
31248to31001,6,0,1477
31248to31002,10,0,1497
31248to31003,3,0,2277
31248to31004,2,0,1701
31248to31005,1,0,1624
31248to31006,5,0,1629
31248to31007,10,0,1943
31248to31008,3,0,1728
31248to31009,1,0,1804
31248to31010,5,0,1530
31248to31011,4,0,1697
31248to31012,2,0,1387
31248to31013,4,0,1734
31248to31014,18,0,1704
31248to31015,31,0,1674
31248to31016,1,0,1821
31248to31017,1,0,1941
31248to31018,3,0,1282
31248to31020,1,0,2609
31248to31021,1,0,1856
31248to31025,2,0,2769
31248to31027,1,0,2192
31248to31037,1,0,4161
31248to31041,2,0,3569
31248to31043,1,0,2953
31248to31051,9,0,1722
31248to31052,7,0,1553
31248to31053,1,0,1712
31248to31063,1,0,2689
31248to31100,5,0,995
31248to31101,27,1,1244
31248to31102,12,0,1377
31248to31103,12,0,1731
31248to31104,9,0,1461
31248to31105,8,0,1193
31248to31106,25,0,1541
31248to31107,5,0,1488
31248to31108,150,3,724
31248to31109,14,0,1359
31248to31110,21,1,1542
31248to31111,12,0,1248
31248to31112,4,0,1874
31248to31113,9,0,1282
31248to31114,7,0,1470
31248to31115,6,0,1193
31248to31116,37,0,1280
31248to31117,6,0,1522
31248to31200,43,0,1275
31248to31201,64,0,998
31248to31202,17,0,1171
31248to31203,17,0,1132
31248to31204,32,1,778
31248to31205,31,2,894
31248to31206,31,2,629
31248to31207,6,0,1306
31248to31208,42,1,1131
31248to31209,11,0,1115
31248to31211,14,0,1413
31248to31212,17,0,1482
31248to31213,20,0,1133
31248to31214,36,0,1220
31248to31215,67,0,1310
31248to31216,29,2,492
31248to31217,27,20,98
31248to31218,80,17,289
31248to31219,30,11,347
31248to31220,32,0,719
31248to31221,22,0,1034
31248to31222,56,10,709
31248to31223,24,0,955
31248to31224,5,0,989
31248to31225,34,0,1380
31248to31226,2,0,1649
31248to31227,14,1,648
31248to31228,43,3,684
31248to31229,32,0,1266
31248to31230,76,10,506
31248to31231,72,10,330
31248to31232,94,12,591
31248to31233,25,1,977
31248to31234,25,0,1261
31248to31235,70,10,745
31248to31236,5,1,2062
31248to31237,40,2,1201
31248to31238,111,5,419
31248to31239,26,0,1113
31248to31240,92,35,732
31248to31241,36,0,1028
31248to31242,41,5,860
31248to31243,79,18,433
31248to31244,114,9,451
31248to31245,10,0,1027
31248to31246,26,0,1327
31248to31247,142,77,153
31248to31249,191,36,688
31248to31250,9,3,747
31248to31251,41,3,786
31248to31252,13,0,929
31248to31253,10,0,784
31248to31254,20,0,888
31248to31255,6,0,1998
31248to31256,49,14,427
31248to31257,41,1,1046
31248to31258,324,55,896
31248to31259,19,0,649
31248to31260,27,3,967
31248to31261,50,6,675
31248to31262,20,4,528
31248to31263,10,0,714
31248to31264,61,10,455
31248to31265,44,0,714
31248to31266,17,0,787
31248to31267,16,0,1151
31248to31268,3,0,849
31248to31269,15,0,1051
31248to31270,9,2,491
31248to31271,8,1,936
31248to31272,22,1,591
31248to31304,4,0,2363
31248to31305,5,0,1940
31248to31307,7,0,1793
31248to31308,1,0,3268
31248to31312,3,0,1228
31248to31400,7,0,1732
31248to31401,7,0,1562
31248to31404,6,0,1607
31248to31500,17,0,1281
31248to31502,1,0,2666
31248to31503,34,2,1149
31248to31505,3,0,1505
31248to31506,16,0,1293
31248to31507,1,0,1647
31248to31508,3,0,1136
31248to31509,9,0,1004
31248to31513,1,0,1890
31248to31600,132,4,676
31248to31601,4,0,1261
31248to31602,6,0,1614
31248to31603,53,1,1181
31248to31604,55,1,812
31248to31605,65,2,900
31248to31606,25,0,1353
31248to31607,22,0,1211
31248to31608,19,0,1252
31248to31609,88,12,472
31248to31610,73,0,1071
31248to31611,23,1,1388
31248to31612,88,2,938
31248to31613,112,3,1078
31248to31614,18,2,1287
31248to31615,13,0,1247
31248to31616,42,1,977
31248to31617,5,0,1209
31248to31618,124,2,938
31248to31619,65,0,1154
31248to31620,44,7,663
31248to31621,30,3,826
31248to31622,32,1,1181
31248to31623,142,7,864
31248to31624,122,5,699
31248to31625,28,1,976
31248to31626,39,1,1102
31248to31627,22,0,1149
31248to31628,75,2,835
31248to31629,20,0,903
31248to31630,7,0,1283
31248to31631,25,0,988
31248to31632,14,0,1625
31248to31633,4,1,151
31248to31801,9,0,1284
31248to31805,1,0,3056
31248to32901,2,1,8589
31249to31000,26,1,939
31249to31001,72,0,1163
31249to31002,385,6,1018
31249to31003,149,2,1118
31249to31004,50,0,1127
31249to31005,53,1,1415
31249to31006,50,0,1386
31249to31007,210,1,1030
31249to31008,118,0,1104
31249to31009,94,0,1075
31249to31010,90,0,1385
31249to31011,142,1,1101
31249to31012,81,1,1115
31249to31013,31,2,1284
31249to31014,92,0,1247
31249to31015,16,2,1702
31249to31016,3,0,1270
31249to31017,3,0,1361
31249to31018,1,0,1296
31249to31019,2,0,1662
31249to31020,2,0,2064
31249to31022,2,0,1823
31249to31025,4,0,2080
31249to31027,2,0,1521
31249to31028,1,0,1674
31249to31029,6,0,2516
31249to31030,1,0,1286
31249to31031,6,0,1387
31249to31033,4,0,2053
31249to31034,2,0,1876
31249to31037,2,0,2675
31249to31041,36,1,2553
31249to31042,29,0,2496
31249to31043,54,0,1974
31249to31044,5,0,2316
31249to31045,2,0,2130
31249to31046,23,0,1896
31249to31047,22,0,1972
31249to31048,11,0,2322
31249to31050,1,0,1373
31249to31051,3,0,1351
31249to31052,33,0,1197
31249to31053,4,0,1458
31249to31055,7,0,1712
31249to31056,3,0,1633
31249to31057,7,1,1821
31249to31058,2,0,1548
31249to31059,3,0,2060
31249to31060,13,1,2046
31249to31061,2,0,2295
31249to31063,2,0,2561
31249to31066,2,0,1643
31249to31067,1,0,1336
31249to31100,9,0,1088
31249to31101,23,0,1929
31249to31102,6,0,1951
31249to31103,1,0,2196
31249to31104,3,0,2658
31249to31105,4,0,1731
31249to31106,7,0,1702
31249to31107,3,0,2040
31249to31108,197,13,703
31249to31109,15,0,1603
31249to31110,16,0,1561
31249to31111,12,0,1551
31249to31112,8,1,1997
31249to31113,10,0,1313
31249to31114,31,0,1274
31249to31116,58,0,1214
31249to31117,2,0,2089
31249to31118,1,0,1603
31249to31200,32,0,1564
31249to31201,64,2,1287
31249to31202,17,0,1367
31249to31203,42,2,1313
31249to31204,8,0,886
31249to31205,50,0,853
31249to31206,9,0,1174
31249to31207,2,0,1442
31249to31208,43,0,1112
31249to31209,59,0,1084
31249to31210,3,1,747
31249to31211,18,0,1059
31249to31212,19,1,1404
31249to31213,14,0,1241
31249to31214,27,1,1591
31249to31215,79,2,1071
31249to31216,25,1,1119
31249to31217,138,5,497
31249to31218,63,2,855
31249to31219,49,0,1044
31249to31220,34,0,1005
31249to31221,10,0,1254
31249to31222,104,5,989
31249to31223,6,0,1816
31249to31224,9,0,1436
31249to31225,20,5,1410
31249to31226,3,0,1806
31249to31227,13,0,1166
31249to31228,23,0,898
31249to31229,20,0,1333
31249to31230,39,0,1127
31249to31231,53,4,955
31249to31232,36,1,1124
31249to31233,32,0,1103
31249to31234,43,0,1305
31249to31235,25,0,1168
31249to31236,2,1,1066
31249to31237,40,1,1330
31249to31238,28,2,1184
31249to31239,43,0,1164
31249to31240,266,125,316
31249to31241,77,0,1246
31249to31242,17,1,1087
31249to31243,53,5,979
31249to31244,53,8,851
31249to31245,12,0,1407
31249to31246,28,1,1309
31249to31247,299,67,538
31249to31248,126,28,694
31249to31250,6,0,1517
31249to31251,16,0,974
31249to31252,108,0,803
31249to31253,4,0,1317
31249to31254,20,1,1145
31249to31255,11,0,1343
31249to31256,44,0,1174
31249to31257,34,0,1123
31249to31258,217,71,754
31249to31259,3,0,1056
31249to31260,24,1,1278
31249to31261,23,0,1097
31249to31262,10,0,1428
31249to31263,6,0,1325
31249to31264,31,4,1260
31249to31265,17,0,1231
31249to31266,20,0,1233
31249to31267,9,0,1258
31249to31268,5,0,1372
31249to31269,6,0,1496
31249to31270,14,0,1006
31249to31271,10,0,1110
31249to31272,2,0,1007
31249to31302,1,0,1677
31249to31304,1,0,1941
31249to31305,1,0,2403
31249to31307,2,0,2848
31249to31312,4,0,1875
31249to31400,1,0,1956
31249to31401,2,0,2029
31249to31403,1,0,1809
31249to31404,1,0,1829
31249to31407,1,0,2343
31249to31500,1,0,2569
31249to31503,2,0,1996
31249to31505,1,0,1386
31249to31506,13,0,1855
31249to31507,1,0,2271
31249to31508,3,0,3040
31249to31509,2,0,1312
31249to31600,13,0,1511
31249to31601,4,0,1554
31249to31602,1,0,1554
31249to31603,38,0,1443
31249to31604,19,0,1343
31249to31605,24,1,1473
31249to31606,6,0,1577
31249to31607,5,0,1571
31249to31608,30,0,1129
31249to31609,166,24,572
31249to31610,18,0,1459
31249to31611,1,0,2439
31249to31612,16,0,1628
31249to31613,44,1,1468
31249to31614,2,0,1301
31249to31615,9,0,1629
31249to31616,11,0,1554
31249to31617,5,0,1994
31249to31618,20,0,1462
31249to31619,11,0,1785
31249to31620,28,0,1197
31249to31621,10,2,1376
31249to31622,7,0,1297
31249to31623,34,0,1340
31249to31624,24,0,1218
31249to31625,16,0,1241
31249to31626,2,0,1316
31249to31627,6,0,1501
31249to31628,68,1,983
31249to31629,4,0,1441
31249to31630,2,0,2228
31249to31631,5,0,1429
31249to31633,3,0,689
31249to31801,8,0,1232
31250to31002,2,0,2056
31250to31005,2,0,1384
31250to31006,1,0,1282
31250to31014,11,0,1187
31250to31015,12,0,1023
31250to31017,2,0,1319
31250to31019,1,0,1247
31250to31020,1,0,1568
31250to31025,1,0,1896
31250to31027,2,0,1184
31250to31028,1,0,1620
31250to31030,2,0,1238
31250to31031,2,0,1357
31250to31037,1,0,2977
31250to31041,2,0,4030
31250to31043,1,0,3300
31250to31100,16,0,216
31250to31101,257,1,711
31250to31102,57,0,1234
31250to31103,35,0,1014
31250to31104,89,0,693
31250to31105,128,0,1081
31250to31106,25,0,892
31250to31107,53,0,985
31250to31108,65,0,1575
31250to31109,138,1,1020
31250to31110,130,0,489
31250to31111,57,0,854
31250to31112,6,0,1007
31250to31113,44,0,705
31250to31114,35,0,678
31250to31115,17,0,1244
31250to31116,112,1,622
31250to31117,32,0,1084
31250to31118,2,0,1191
31250to31200,322,13,292
31250to31201,281,0,535
31250to31202,136,0,585
31250to31203,232,4,480
31250to31204,71,3,306
31250to31205,54,5,198
31250to31206,11,1,350
31250to31207,41,0,1135
31250to31208,4,0,1582
31250to31209,4,0,1632
31250to31210,3,0,445
31250to31211,12,0,581
31250to31212,33,5,184
31250to31213,161,3,209
31250to31214,184,5,483
31250to31215,27,1,448
31250to31216,69,1,570
31250to31217,4,0,1224
31250to31218,12,0,1046
31250to31219,12,0,1088
31250to31220,23,2,339
31250to31221,70,3,155
31250to31222,46,0,591
31250to31223,97,1,696
31250to31224,23,10,91
31250to31225,60,0,654
31250to31226,53,1,929
31250to31227,41,0,584
31250to31228,83,1,778
31250to31229,151,1,549
31250to31230,50,0,660
31250to31231,20,0,666
31250to31232,70,0,897
31250to31233,47,3,260
31250to31234,216,4,213
31250to31235,14,2,479
31250to31236,18,0,909
31250to31237,143,5,316
31250to31238,45,0,606
31250to31239,144,5,306
31250to31240,7,0,931
31250to31241,268,5,428
31250to31242,18,2,282
31250to31243,8,0,1443
31250to31244,44,0,1295
31250to31245,131,0,866
31250to31246,77,3,402
31250to31247,9,0,1107
31250to31248,6,0,1083
31250to31249,6,0,1212
31250to31251,214,4,463
31250to31252,12,1,186
31250to31253,12,4,117
31250to31254,73,1,440
31250to31255,31,1,346
31250to31256,86,4,787
31250to31257,101,4,242
31250to31258,17,0,844
31250to31259,6,1,443
31250to31260,11,1,487
31250to31261,7,0,476
31250to31262,20,0,879
31250to31263,74,0,547
31250to31264,17,0,955
31250to31265,28,0,779
31250to31266,83,1,548
31250to31267,57,0,403
31250to31268,19,0,860
31250to31269,4,0,1572
31250to31270,20,0,981
31250to31271,2,0,1744
31250to31272,1,0,901
31250to31300,3,0,1327
31250to31302,5,0,1596
31250to31303,5,0,1654
31250to31304,8,0,1144
31250to31305,18,0,1210
31250to31306,4,0,2090
31250to31307,3,0,929
31250to31308,28,0,1261
31250to31310,1,0,1567
31250to31311,1,0,1220
31250to31312,29,0,674
31250to31400,51,0,1280
31250to31401,10,0,1264
31250to31402,2,1,1478
31250to31404,7,0,1611
31250to31406,10,1,1537
31250to31407,23,0,2628
31250to31500,13,0,1666
31250to31501,9,0,2037
31250to31502,1,0,1718
31250to31503,30,0,1082
31250to31504,4,0,1911
31250to31505,5,0,1162
31250to31506,40,0,946
31250to31507,1,0,1502
31250to31508,4,0,1144
31250to31509,10,0,995
31250to31511,1,0,1883
31250to31512,15,0,1136
31250to31513,1,0,1191
31250to31600,129,0,703
31250to31602,77,0,1206
31250to31603,67,0,1031
31250to31604,26,1,837
31250to31605,6,0,1375
31250to31606,3,0,1738
31250to31607,6,0,1676
31250to31608,2,0,1666
31250to31609,17,0,1275
31250to31610,7,0,1621
31250to31611,63,0,1126
31250to31612,19,0,1331
31250to31613,15,0,1713
31250to31614,7,0,1435
31250to31615,41,0,1231
31250to31616,52,0,1022
31250to31617,3,0,1254
31250to31618,4,0,1378
31250to31619,29,0,1487
31250to31620,26,0,1040
31250to31621,12,0,1033
31250to31622,1,0,1818
31250to31623,34,0,1339
31250to31624,44,0,1184
31250to31625,2,0,1724
31250to31626,2,0,1863
31250to31627,26,0,1065
31250to31628,8,0,1659
31250to31629,10,0,1407
31250to31631,2,0,1405
31250to31632,4,0,1394
31251to31000,1,0,2145
31251to31001,1,0,1965
31251to31002,31,0,1434
31251to31006,2,0,1865
31251to31007,1,0,1383
31251to31012,1,0,1424
31251to31014,30,0,1478
31251to31015,8,2,1523
31251to31017,6,0,1034
31251to31020,1,0,1455
31251to31022,1,0,2026
31251to31027,1,0,2584
31251to31029,1,0,2833
31251to31030,2,0,1834
31251to31051,2,0,1962
31251to31100,135,1,513
31251to31101,140,2,623
31251to31102,63,0,875
31251to31103,33,0,992
31251to31104,62,0,876
31251to31105,29,0,938
31251to31106,20,0,1152
31251to31107,35,0,1062
31251to31108,45,1,1071
31251to31109,80,1,510
31251to31110,125,0,776
31251to31111,166,0,496
31251to31112,1,0,984
31251to31113,87,0,743
31251to31114,25,0,884
31251to31115,6,0,856
31251to31116,79,0,822
31251to31117,37,0,860
31251to31118,6,0,667
31251to31200,301,1,583
31251to31201,285,13,376
31251to31202,216,3,405
31251to31203,123,11,292
31251to31204,53,0,707
31251to31205,164,0,648
31251to31206,10,0,813
31251to31207,10,0,901
31251to31208,8,0,1261
31251to31209,11,0,1262
31251to31210,2,0,605
31251to31211,4,0,855
31251to31212,198,1,572
31251to31213,144,5,349
31251to31214,164,1,511
31251to31215,39,6,701
31251to31216,65,6,273
31251to31217,12,1,828
31251to31218,21,0,795
31251to31219,56,5,428
31251to31220,79,0,768
31251to31221,118,1,493
31251to31222,28,1,384
31251to31223,318,9,246
31251to31224,61,0,542
31251to31225,41,3,948
31251to31226,7,0,1520
31251to31227,154,15,163
31251to31228,338,13,285
31251to31229,121,0,665
31251to31230,404,14,226
31251to31231,34,3,399
31251to31232,279,9,371
31251to31233,174,6,376
31251to31234,103,0,572
31251to31235,41,1,762
31251to31236,16,0,1134
31251to31237,112,0,759
31251to31238,83,4,312
31251to31239,273,11,371
31251to31240,13,0,1457
31251to31241,85,16,219
31251to31242,176,1,488
31251to31243,57,0,891
31251to31244,33,0,795
31251to31245,76,2,419
31251to31246,153,0,825
31251to31247,30,1,812
31251to31248,36,5,692
31251to31249,21,0,1123
31251to31250,78,1,562
31251to31252,105,0,637
31251to31253,136,6,525
31251to31254,69,12,244
31251to31255,35,0,804
31251to31256,146,5,352
31251to31257,155,2,687
31251to31258,27,1,1154
31251to31259,48,0,734
31251to31260,24,0,816
31251to31261,12,0,815
31251to31262,201,6,237
31251to31263,39,12,130
31251to31264,82,2,537
31251to31265,170,1,324
31251to31266,54,8,134
31251to31267,62,4,397
31251to31268,47,0,545
31251to31269,3,0,1229
31251to31270,23,0,443
31251to31271,4,0,755
31251to31272,2,0,869
31251to31300,2,0,1596
31251to31302,6,0,1632
31251to31303,1,0,2472
31251to31304,6,0,1466
31251to31305,13,0,1505
31251to31306,2,0,1561
31251to31307,8,0,1407
31251to31311,1,0,1921
31251to31312,11,0,1183
31251to31400,38,0,1132
31251to31401,2,0,1101
31251to31402,1,0,1409
31251to31403,4,0,1281
31251to31404,56,0,1283
31251to31405,6,0,1456
31251to31407,1,0,1906
31251to31500,21,0,1129
31251to31503,111,0,646
31251to31504,17,0,1433
31251to31505,30,0,912
31251to31506,123,1,619
31251to31507,27,0,1296
31251to31508,21,0,1103
31251to31509,47,0,587
31251to31511,9,0,1591
31251to31513,1,0,1483
31251to31514,2,0,1684
31251to31600,359,15,306
31251to31601,17,0,1307
31251to31602,26,0,1023
31251to31603,97,4,743
31251to31604,148,6,412
31251to31605,22,0,1146
31251to31606,7,0,1615
31251to31607,9,0,1328
31251to31608,2,0,1433
31251to31609,104,0,843
31251to31610,19,0,1277
31251to31611,26,0,1057
31251to31612,54,0,905
31251to31613,35,0,1342
31251to31614,26,0,930
31251to31615,97,0,799
31251to31616,86,0,657
31251to31617,29,1,1001
31251to31618,106,0,1088
31251to31619,12,0,1039
31251to31620,107,1,430
31251to31621,106,1,496
31251to31622,26,1,1129
31251to31623,219,2,686
31251to31624,562,4,509
31251to31625,3,0,1039
31251to31626,23,0,1195
31251to31627,58,1,803
31251to31628,13,0,1105
31251to31629,3,0,1277
31251to31630,3,0,1157
31251to31631,8,0,1036
31251to31632,2,0,815
31252to31002,2,0,1612
31252to31003,1,0,2410
31252to31006,1,0,2979
31252to31007,3,0,1983
31252to31010,1,0,3031
31252to31011,1,0,1869
31252to31014,60,0,856
31252to31015,11,0,964
31252to31016,1,0,1170
31252to31017,4,0,1257
31252to31018,1,0,1429
31252to31019,1,0,1550
31252to31020,1,0,1792
31252to31023,1,0,2811
31252to31027,3,0,1012
31252to31028,1,0,1862
31252to31029,6,0,1351
31252to31030,4,0,1384
31252to31031,8,0,1377
31252to31050,2,0,1659
31252to31100,54,6,137
31252to31101,57,0,879
31252to31102,10,0,1283
31252to31103,37,0,1051
31252to31104,68,0,963
31252to31105,36,0,1163
31252to31106,12,0,1143
31252to31107,36,0,1156
31252to31108,28,0,1179
31252to31109,44,0,1079
31252to31110,83,0,608
31252to31111,21,0,1177
31252to31112,24,0,857
31252to31113,15,0,839
31252to31114,46,0,845
31252to31115,3,0,1410
31252to31116,109,1,793
31252to31117,14,0,1160
31252to31118,5,0,1113
31252to31200,176,5,412
31252to31201,208,1,678
31252to31202,38,0,842
31252to31203,189,2,623
31252to31204,344,5,228
31252to31205,31,21,96
31252to31206,23,1,314
31252to31207,5,1,1218
31252to31208,3,0,1486
31252to31209,1,0,1848
31252to31210,1,0,628
31252to31211,13,0,397
31252to31212,125,11,169
31252to31213,211,6,298
31252to31214,179,2,551
31252to31215,56,8,387
31252to31216,115,2,405
31252to31217,12,0,1047
31252to31218,16,0,855
31252to31219,25,1,781
31252to31220,240,2,204
31252to31221,111,8,267
31252to31222,159,6,330
31252to31223,65,1,726
31252to31224,60,0,170
31252to31225,103,1,639
31252to31226,69,1,928
31252to31227,51,1,494
31252to31228,77,0,731
31252to31229,190,2,628
31252to31230,65,3,582
31252to31231,36,2,566
31252to31232,90,0,768
31252to31233,96,1,278
31252to31234,192,5,309
31252to31235,16,2,379
31252to31236,28,0,795
31252to31237,172,4,223
31252to31238,59,0,470
31252to31239,251,0,404
31252to31240,8,0,939
31252to31241,154,2,558
31252to31242,106,9,167
31252to31243,6,0,1511
31252to31244,8,1,1084
31252to31245,25,0,910
31252to31246,170,8,317
31252to31247,15,0,1015
31252to31248,17,1,990
31252to31249,151,2,706
31252to31250,30,6,150
31252to31251,99,0,568
31252to31253,28,10,145
31252to31254,36,0,474
31252to31255,43,2,357
31252to31256,26,2,740
31252to31257,96,20,113
31252to31258,18,0,707
31252to31259,24,0,283
31252to31260,110,1,258
31252to31261,33,0,337
31252to31262,9,0,719
31252to31263,22,0,686
31252to31264,14,0,904
31252to31265,48,0,886
31252to31266,111,0,623
31252to31267,23,0,497
31252to31268,10,0,933
31252to31269,5,0,1474
31252to31270,4,0,728
31252to31271,4,0,1009
31252to31272,1,0,894
31252to31300,2,0,1417
31252to31302,1,0,1981
31252to31304,10,0,1312
31252to31305,9,0,1375
31252to31306,13,0,1264
31252to31307,4,0,1799
31252to31308,1,0,1366
31252to31312,29,2,590
31252to31400,9,0,1549
31252to31401,5,0,1787
31252to31402,9,0,1840
31252to31404,4,0,1761
31252to31406,2,0,1474
31252to31503,30,0,1160
31252to31505,4,0,998
31252to31506,34,0,937
31252to31508,5,0,1317
31252to31509,12,1,1010
31252to31512,1,0,1322
31252to31600,68,0,806
31252to31602,29,0,1298
31252to31603,25,0,1244
31252to31604,38,0,922
31252to31605,13,0,1717
31252to31606,2,0,1642
31252to31607,20,0,1577
31252to31608,34,0,1533
31252to31609,26,0,1342
31252to31610,9,0,1632
31252to31611,2,0,1528
31252to31612,6,0,1282
31252to31613,16,0,1487
31252to31615,10,0,1190
31252to31616,33,0,1165
31252to31617,3,0,1533
31252to31618,12,0,1441
31252to31619,18,0,1565
31252to31620,17,0,904
31252to31621,4,0,1081
31252to31622,7,0,1700
31252to31623,20,0,1303
31252to31624,32,0,993
31252to31625,5,0,1603
31252to31626,4,0,1585
31252to31627,9,0,1283
31252to31628,18,0,1356
31252to31629,10,0,1450
31252to31630,1,0,1173
31252to31631,2,0,1359
31252to31633,1,0,839
31253to31002,9,0,1590
31253to31003,2,0,2270
31253to31006,1,0,1606
31253to31010,3,0,1964
31253to31012,2,0,1707
31253to31013,2,0,1752
31253to31014,18,0,1050
31253to31015,6,0,1217
31253to31016,2,0,988
31253to31017,3,0,1394
31253to31018,1,0,956
31253to31019,1,0,1656
31253to31027,2,0,1478
31253to31028,1,0,1420
31253to31030,1,0,1317
31253to31031,5,0,1253
31253to31034,1,0,2101
31253to31040,1,0,1843
31253to31043,1,0,3212
31253to31050,1,0,1804
31253to31100,24,8,112
31253to31101,180,0,824
31253to31102,35,0,1253
31253to31103,33,0,1109
31253to31104,127,0,823
31253to31105,89,0,1082
31253to31106,47,0,1090
31253to31107,39,0,1215
31253to31108,37,0,1217
31253to31109,45,0,952
31253to31110,127,1,620
31253to31111,48,0,949
31253to31112,27,0,816
31253to31113,115,0,779
31253to31114,66,0,691
31253to31115,7,0,1222
31253to31116,137,1,648
31253to31117,40,0,984
31253to31118,2,0,1212
31253to31200,322,11,404
31253to31201,223,6,548
31253to31202,96,0,715
31253to31203,170,1,549
31253to31204,104,3,248
31253to31205,78,6,169
31253to31206,68,2,264
31253to31207,18,0,1077
31253to31208,1,0,1175
31253to31209,40,0,1412
31253to31210,2,0,373
31253to31211,5,0,560
31253to31212,111,1,252
31253to31213,84,2,182
31253to31214,185,4,496
31253to31215,46,5,486
31253to31216,63,2,408
31253to31217,14,0,819
31253to31218,89,0,872
31253to31219,28,1,713
31253to31220,74,3,308
31253to31221,132,3,157
31253to31222,65,1,382
31253to31223,51,0,700
31253to31224,17,7,88
31253to31225,36,0,750
31253to31226,27,0,977
31253to31227,109,0,448
31253to31228,82,0,651
31253to31229,238,5,588
31253to31230,78,1,610
31253to31231,73,2,501
31253to31232,69,3,797
31253to31233,33,9,167
31253to31234,213,4,318
31253to31235,37,4,311
31253to31236,24,0,839
31253to31237,123,9,357
31253to31238,55,2,411
31253to31239,97,0,305
31253to31240,2,0,625
31253to31241,222,3,441
31253to31242,22,3,134
31253to31243,22,0,987
31253to31244,15,0,1150
31253to31245,32,1,861
31253to31246,137,4,424
31253to31247,29,1,786
31253to31248,12,0,984
31253to31249,13,0,833
31253to31250,140,9,90
31253to31251,176,1,485
31253to31252,17,3,153
31253to31254,80,4,321
31253to31255,69,1,435
31253to31256,31,0,725
31253to31257,99,4,227
31253to31258,35,5,705
31253to31259,21,0,290
31253to31260,32,1,410
31253to31261,12,0,446
31253to31262,15,0,674
31253to31263,57,0,567
31253to31264,9,0,947
31253to31265,75,0,750
31253to31266,55,0,551
31253to31267,66,2,401
31253to31268,31,0,894
31253to31270,3,0,649
31253to31271,1,0,1157
31253to31300,14,0,1462
31253to31302,2,0,1491
31253to31303,4,0,2336
31253to31304,14,1,1546
31253to31305,16,0,1306
31253to31306,10,0,1502
31253to31307,8,0,1094
